"work_year","job_title","job_category","salary_currency","salary","salary_in_usd","employee_residence","experience_level","employment_type","work_setting","company_location","company_size"
"2023","Research Scientist","Data Science and Research","USD","198800","198800","United States","Senior","Full-time","In-person","United States","M"
"2023","Research Scientist","Data Science and Research","USD","105200","105200","United States","Senior","Full-time","In-person","United States","M"
"2023","Data Analyst","Data Analysis","USD","94035","94035","United States","Entry-level","Full-time","Remote","United States","M"
"2023","Data Analyst","Data Analysis","USD","57920","57920","United States","Entry-level","Full-time","Remote","United States","M"
"2023","Applied Scientist","Data Science and Research","USD","222200","222200","United States","Senior","Full-time","In-person","United States","L"
"2023","Applied Scientist","Data Science and Research","USD","136000","136000","United States","Senior","Full-time","In-person","United States","L"
"2023","Data Analyst","Data Analysis","USD","113600","113600","United States","Senior","Full-time","In-person","United States","M"
"2023","Data Analyst","Data Analysis","USD","60000","60000","United States","Senior","Full-time","In-person","United States","M"
"2023","Data Engineer","Data Engineering","USD","150000","150000","United States","Senior","Full-time","Remote","United States","M"
"2023","Data Engineer","Data Engineering","USD","130000","130000","United States","Senior","Full-time","Remote","United States","M"
"2023","Data Scientist","Data Science and Research","USD","256000","256000","United States","Senior","Full-time","Remote","United States","M"
"2023","Data Scientist","Data Science and Research","USD","160000","160000","United States","Senior","Full-time","Remote","United States","M"
"2023","Data Engineer","Data Engineering","USD","180000","180000","United States","Senior","Full-time","Remote","United States","M"
"2023","Data Engineer","Data Engineering","USD","165000","165000","United States","Senior","Full-time","Remote","United States","M"
"2023","Data Analyst","Data Analysis","USD","116000","116000","United States","Senior","Full-time","Remote","United States","M"
"2023","Data Analyst","Data Analysis","USD","78000","78000","United States","Senior","Full-time","Remote","United States","M"
"2023","Computer Vision Engineer","Machine Learning and AI","USD","245000","245000","United Kingdom","Senior","Full-time","In-person","United Kingdom","M"
"2023","Computer Vision Engineer","Machine Learning and AI","USD","210000","210000","United Kingdom","Senior","Full-time","In-person","United Kingdom","M"
"2023","Data Analyst","Data Analysis","USD","115934","115934","United States","Senior","Full-time","Remote","United States","M"
"2023","Data Analyst","Data Analysis","USD","81666","81666","United States","Senior","Full-time","Remote","United States","M"
"2023","Machine Learning Engineer","Machine Learning and AI","USD","283200","283200","United States","Senior","Full-time","In-person","United States","M"
"2023","Machine Learning Engineer","Machine Learning and AI","USD","188800","188800","United States","Senior","Full-time","In-person","United States","M"
"2023","Research Scientist","Data Science and Research","USD","220000","220000","United States","Senior","Full-time","In-person","United States","M"
"2023","Research Scientist","Data Science and Research","USD","150000","150000","United States","Senior","Full-time","In-person","United States","M"
"2023","Applied Scientist","Data Science and Research","USD","192000","192000","United States","Senior","Full-time","Remote","United States","M"
"2023","Applied Scientist","Data Science and Research","USD","164000","164000","United States","Senior","Full-time","Remote","United States","M"
"2023","Business Data Analyst","Data Analysis","USD","36000","36000","Ghana","Mid-level","Freelance","In-person","Ghana","S"
"2023","Research Scientist","Data Science and Research","USD","205640","205640","United States","Senior","Full-time","In-person","United States","M"
"2023","Research Scientist","Data Science and Research","USD","142600","142600","United States","Senior","Full-time","In-person","United States","M"
"2023","Data Engineer","Data Engineering","USD","193200","193200","United States","Senior","Full-time","Remote","United States","M"
"2023","Data Engineer","Data Engineering","USD","156400","156400","United States","Senior","Full-time","Remote","United States","M"
"2023","Machine Learning Engineer","Machine Learning and AI","USD","196000","196000","United States","Senior","Full-time","In-person","United States","M"
"2023","Machine Learning Engineer","Machine Learning and AI","USD","121000","121000","United States","Senior","Full-time","In-person","United States","M"
"2023","Data Engineer","Data Engineering","USD","72000","72000","Argentina","Senior","Full-time","Remote","Argentina","M"
"2023","Data Engineer","Data Engineering","USD","48000","48000","Argentina","Senior","Full-time","Remote","Argentina","M"
"2023","Data Engineer","Data Engineering","USD","165000","165000","United States","Senior","Full-time","In-person","United States","M"
"2023","Data Engineer","Data Engineering","USD","132300","132300","United States","Senior","Full-time","In-person","United States","M"
"2023","Data Scientist","Data Science and Research","USD","244000","244000","Canada","Senior","Full-time","In-person","Canada","M"
"2023","Data Scientist","Data Science and Research","USD","197000","197000","Canada","Senior","Full-time","In-person","Canada","M"
"2023","Data Science Manager","Data Science and Research","USD","328000","328000","United States","Senior","Full-time","In-person","United States","M"
"2023","Data Science Manager","Data Science and Research","USD","211000","211000","United States","Senior","Full-time","In-person","United States","M"
"2023","Data Scientist","Data Science and Research","USD","237000","237000","United States","Senior","Full-time","Remote","United States","M"
"2023","Data Scientist","Data Science and Research","USD","201450","201450","United States","Senior","Full-time","Remote","United States","M"
"2023","ML Engineer","Machine Learning and AI","USD","229000","229000","United States","Senior","Full-time","In-person","United States","M"
"2023","ML Engineer","Machine Learning and AI","USD","206000","206000","United States","Senior","Full-time","In-person","United States","M"
"2023","Data Scientist","Data Science and Research","USD","231000","231000","United States","Senior","Full-time","Remote","United States","M"
"2023","Data Scientist","Data Science and Research","USD","134000","134000","United States","Senior","Full-time","Remote","United States","M"
"2023","ML Engineer","Machine Learning and AI","USD","183750","183750","United States","Senior","Full-time","In-person","United States","M"
